analysis,chr,gwaa_hit_bp,gene_start_bp,gene_end_bp,gene_id,gene_name,gene_biotype
"Main effect, meta-analysis",19,59120248,59035767,59071340,ENSBTAG00000051578,,lncRNA
"Main effect, DEBVs",19,59271697,59234352,59236559,ENSBTAG00000053529,,lncRNA
"Main effect, DEBVs",19,59274219,59234352,59236559,ENSBTAG00000053529,,lncRNA
"Main effect, DEBVs",19,59275334,59234352,59236559,ENSBTAG00000053529,,lncRNA
"Main effect, DEBVs",19,59276797,59234352,59236559,ENSBTAG00000053529,,lncRNA
"Main effect, meta-analysis",19,59202424,59234352,59236559,ENSBTAG00000053529,,lncRNA
"Main effect, meta-analysis",19,59240867,59234352,59236559,ENSBTAG00000053529,,lncRNA
"Main effect, meta-analysis",19,59271697,59234352,59236559,ENSBTAG00000053529,,lncRNA
"Main effect, meta-analysis",19,59274219,59234352,59236559,ENSBTAG00000053529,,lncRNA
"Main effect, meta-analysis",19,59275334,59234352,59236559,ENSBTAG00000053529,,lncRNA
"Main effect, meta-analysis",19,59276797,59234352,59236559,ENSBTAG00000053529,,lncRNA
"GxE meta-analysis, day length",2,8999207,8891734,9020442,ENSBTAG00000008483,CALCRL,protein_coding
"GxE meta-analysis, day length",2,9000640,8891734,9020442,ENSBTAG00000008483,CALCRL,protein_coding
"GxE meta-analysis, day length",2,9003632,8891734,9020442,ENSBTAG00000008483,CALCRL,protein_coding
"GxE meta-analysis, day length",2,9004095,8891734,9020442,ENSBTAG00000008483,CALCRL,protein_coding
"GxE meta-analysis, day length",2,14994894,14945329,15081254,ENSBTAG00000009257,CERKL,protein_coding
"GxE meta-analysis, day length",2,98334114,98327892,98467680,ENSBTAG00000016662,CPS1,protein_coding
"GxE meta-analysis, day length",2,131592104,131485408,131837484,ENSBTAG00000040215,EIF4G3,protein_coding
"Main effect, DEBVs",20,2351200,2373109,2373165,ENSBTAG00000053195,bta-mir-12032,miRNA
"Main effect, meta-analysis",20,2351200,2373109,2373165,ENSBTAG00000053195,bta-mir-12032,miRNA
"Main effect, DEBVs",20,2351200,2381094,2641564,ENSBTAG00000002865,KCNIP1,protein_coding
"Main effect, meta-analysis",20,2351200,2381094,2641564,ENSBTAG00000002865,KCNIP1,protein_coding
COJO of main effect meta-analysis,20,3321480,3339868,3339972,ENSBTAG00000042429,U6,snRNA
"Main effect, DEBVs",20,3321480,3339868,3339972,ENSBTAG00000042429,U6,snRNA
"Main effect, meta-analysis",20,3321480,3339868,3339972,ENSBTAG00000042429,U6,snRNA
"Main effect, meta-analysis",20,3355254,3339868,3339972,ENSBTAG00000042429,U6,snRNA
"Main effect, meta-analysis",20,3358802,3339868,3339972,ENSBTAG00000042429,U6,snRNA
"GxE meta-analysis, day length",20,4609314,4596395,4709455,ENSBTAG00000015955,ERGIC1,protein_coding
"GxE meta-analysis, day length",20,4617648,4596395,4709455,ENSBTAG00000015955,ERGIC1,protein_coding
"GxE meta-analysis, day length",20,4633738,4596395,4709455,ENSBTAG00000015955,ERGIC1,protein_coding
"GxE meta-analysis, day length",20,4653700,4596395,4709455,ENSBTAG00000015955,ERGIC1,protein_coding
"GxE meta-analysis, day length",20,4655604,4596395,4709455,ENSBTAG00000015955,ERGIC1,protein_coding
"GxE meta-analysis, day length",20,7932382,7683041,7967728,ENSBTAG00000005633,ARHGEF28,protein_coding
"GxE meta-analysis, day length",20,7934494,7683041,7967728,ENSBTAG00000005633,ARHGEF28,protein_coding
"GxE meta-analysis, day length",20,7937085,7683041,7967728,ENSBTAG00000005633,ARHGEF28,protein_coding
"GxE meta-analysis, day length",20,7939296,7683041,7967728,ENSBTAG00000005633,ARHGEF28,protein_coding
"GxE meta-analysis, day length",20,41833974,41504814,41907383,ENSBTAG00000014455,PDZD2,protein_coding
"GxE meta-analysis, day length",20,41845476,41504814,41907383,ENSBTAG00000014455,PDZD2,protein_coding
"GxE meta-analysis, day length",20,56598776,56526791,56683260,ENSBTAG00000016444,RETREG1,protein_coding
"GxE meta-analysis, day length",20,58688893,58644763,58864848,ENSBTAG00000005514,TRIO,protein_coding
"GxE meta-analysis, day length",20,58742109,58644763,58864848,ENSBTAG00000005514,TRIO,protein_coding
"GxE meta-analysis, day length",20,58745645,58644763,58864848,ENSBTAG00000005514,TRIO,protein_coding
"GxE meta-analysis, day length",20,58748682,58644763,58864848,ENSBTAG00000005514,TRIO,protein_coding
"GxE meta-analysis, day length",20,58762246,58644763,58864848,ENSBTAG00000005514,TRIO,protein_coding
"GxE meta-analysis, day length",20,58792088,58644763,58864848,ENSBTAG00000005514,TRIO,protein_coding
"GxE meta-analysis, day length",20,58796066,58644763,58864848,ENSBTAG00000005514,TRIO,protein_coding
"GxE meta-analysis, day length",20,59139410,59187666,59187776,ENSBTAG00000043365,U6,snRNA
"GxE meta-analysis, day length",20,62937830,62822982,62899935,ENSBTAG00000003536,MARCHF6,protein_coding
"GxE meta-analysis, day length",20,62939252,62822982,62899935,ENSBTAG00000003536,MARCHF6,protein_coding
"GxE meta-analysis, day length",20,62937830,62899624,62899699,ENSBTAG00000052061,bta-mir-6530,miRNA
"GxE meta-analysis, day length",20,62939252,62899624,62899699,ENSBTAG00000052061,bta-mir-6530,miRNA
"GxE meta-analysis, day length",20,62937830,62947915,62973176,ENSBTAG00000010801,CMBL,protein_coding
"GxE meta-analysis, day length",20,62939252,62947915,62973176,ENSBTAG00000010801,CMBL,protein_coding
"GxE meta-analysis, day length",20,62937830,62979746,62993754,ENSBTAG00000017889,CCT5,protein_coding
"GxE meta-analysis, day length",20,62939252,62979746,62993754,ENSBTAG00000017889,CCT5,protein_coding
"GxE meta-analysis, temperature",21,14587001,14523634,14595969,ENSBTAG00000048501,ST8SIA2,protein_coding
"GxE meta-analysis, day length",21,22852264,22812055,22812202,ENSBTAG00000042777,,snoRNA
"GxE meta-analysis, day length",21,22852264,22839036,22842669,ENSBTAG00000000622,RPS17,protein_coding
"GxE meta-analysis, day length",21,22852264,22846025,22955571,ENSBTAG00000000623,CPEB1,protein_coding
"GxE meta-analysis, day length",21,33947420,33915674,33919476,ENSBTAG00000050048,,lncRNA
"GxE meta-analysis, day length",21,33947420,33923110,33930074,ENSBTAG00000000085,CYP1A2,protein_coding
"GxE meta-analysis, day length",21,33947420,33951654,33955241,ENSBTAG00000001021,CYP1A1,protein_coding
"GxE meta-analysis, day length",21,33947420,33991423,34046913,ENSBTAG00000007308,EDC3,protein_coding
"GxE meta-analysis, day length",21,36670407,36714178,36879180,ENSBTAG00000002170,NOVA1,protein_coding
"GxE meta-analysis, day length",21,36679440,36714178,36879180,ENSBTAG00000002170,NOVA1,protein_coding
"GxE meta-analysis, day length",21,59693478,59656996,59658922,ENSBTAG00000051418,,protein_coding
"GxE meta-analysis, day length",21,59693478,59669039,59669145,ENSBTAG00000053480,U6,snRNA
"GxE meta-analysis, day length",21,60596492,60548913,60552741,ENSBTAG00000019580,TCL1A,protein_coding
"GxE meta-analysis, day length",22,7962413,7938983,7963277,ENSBTAG00000054240,,lncRNA
"GxE meta-analysis, day length",22,7962413,8004230,8004326,ENSBTAG00000028471,5S_rRNA,rRNA
"GxE meta-analysis, day length",22,21572368,21523823,21876681,ENSBTAG00000020455,ITPR1,protein_coding
"GxE meta-analysis, day length",22,21572368,21617366,21617723,ENSBTAG00000053973,,misc_RNA
"GxE meta-analysis, day length",22,23587052,23253383,23782266,ENSBTAG00000033225,CNTN4,protein_coding
COJO of main effect meta-analysis,22,25248456,24943531,25264487,ENSBTAG00000003592,CNTN6,protein_coding
"GxE meta-analysis, day length",22,25010860,24943531,25264487,ENSBTAG00000003592,CNTN6,protein_coding
"GxE meta-analysis, day length",22,25020999,24943531,25264487,ENSBTAG00000003592,CNTN6,protein_coding
"GxE meta-analysis, day length",22,25025335,24943531,25264487,ENSBTAG00000003592,CNTN6,protein_coding
"GxE meta-analysis, day length",22,25026120,24943531,25264487,ENSBTAG00000003592,CNTN6,protein_coding
"GxE meta-analysis, day length",22,25026985,24943531,25264487,ENSBTAG00000003592,CNTN6,protein_coding
"GxE meta-analysis, day length",22,25027759,24943531,25264487,ENSBTAG00000003592,CNTN6,protein_coding
"GxE meta-analysis, day length",22,25030114,24943531,25264487,ENSBTAG00000003592,CNTN6,protein_coding
"GxE meta-analysis, day length",22,25030759,24943531,25264487,ENSBTAG00000003592,CNTN6,protein_coding
"GxE meta-analysis, day length",22,25031733,24943531,25264487,ENSBTAG00000003592,CNTN6,protein_coding
"GxE meta-analysis, day length",22,25048847,24943531,25264487,ENSBTAG00000003592,CNTN6,protein_coding
"GxE meta-analysis, day length",22,25065550,24943531,25264487,ENSBTAG00000003592,CNTN6,protein_coding
"GxE meta-analysis, day length",22,25072235,24943531,25264487,ENSBTAG00000003592,CNTN6,protein_coding
"GxE meta-analysis, day length",22,25074664,24943531,25264487,ENSBTAG00000003592,CNTN6,protein_coding
COJO of main effect meta-analysis,22,26909077,26935075,26935173,ENSBTAG00000044734,U6,snRNA
COJO of main effect meta-analysis,22,26945526,26935075,26935173,ENSBTAG00000044734,U6,snRNA
"Main effect, meta-analysis",22,31346055,31285296,31402063,ENSBTAG00000048900,MDFIC2,protein_coding
"Main effect, DEBVs",22,31647147,31617620,31843533,ENSBTAG00000006679,MITF,protein_coding
"Main effect, meta-analysis",22,31601001,31617620,31843533,ENSBTAG00000006679,MITF,protein_coding
"Main effect, meta-analysis",22,31608442,31617620,31843533,ENSBTAG00000006679,MITF,protein_coding
"Main effect, meta-analysis",22,31647147,31617620,31843533,ENSBTAG00000006679,MITF,protein_coding
"Main effect, meta-analysis",22,31651707,31617620,31843533,ENSBTAG00000006679,MITF,protein_coding
"Main effect, meta-analysis",22,31653105,31617620,31843533,ENSBTAG00000006679,MITF,protein_coding
"Main effect, meta-analysis",22,31807382,31617620,31843533,ENSBTAG00000006679,MITF,protein_coding
"Main effect, DEBVs",22,32120539,32022449,32381786,ENSBTAG00000007624,FRMD4B,protein_coding
"Main effect, DEBVs",22,32204981,32022449,32381786,ENSBTAG00000007624,FRMD4B,protein_coding
"Main effect, DEBVs",22,32208077,32022449,32381786,ENSBTAG00000007624,FRMD4B,protein_coding
"Main effect, DEBVs",22,32209610,32022449,32381786,ENSBTAG00000007624,FRMD4B,protein_coding
"Main effect, meta-analysis",22,32120539,32022449,32381786,ENSBTAG00000007624,FRMD4B,protein_coding
"Main effect, meta-analysis",22,32193088,32022449,32381786,ENSBTAG00000007624,FRMD4B,protein_coding
"Main effect, meta-analysis",22,32204981,32022449,32381786,ENSBTAG00000007624,FRMD4B,protein_coding
"Main effect, meta-analysis",22,32208077,32022449,32381786,ENSBTAG00000007624,FRMD4B,protein_coding
"Main effect, meta-analysis",22,32209610,32022449,32381786,ENSBTAG00000007624,FRMD4B,protein_coding
"Main effect, DEBVs",22,32120539,32169124,32174571,ENSBTAG00000013059,,protein_coding
"Main effect, DEBVs",22,32204981,32169124,32174571,ENSBTAG00000013059,,protein_coding
"Main effect, DEBVs",22,32208077,32169124,32174571,ENSBTAG00000013059,,protein_coding
"Main effect, DEBVs",22,32209610,32169124,32174571,ENSBTAG00000013059,,protein_coding
"Main effect, meta-analysis",22,32120539,32169124,32174571,ENSBTAG00000013059,,protein_coding
"Main effect, meta-analysis",22,32193088,32169124,32174571,ENSBTAG00000013059,,protein_coding
"Main effect, meta-analysis",22,32204981,32169124,32174571,ENSBTAG00000013059,,protein_coding
"Main effect, meta-analysis",22,32208077,32169124,32174571,ENSBTAG00000013059,,protein_coding
"Main effect, meta-analysis",22,32209610,32169124,32174571,ENSBTAG00000013059,,protein_coding
COJO of main effect meta-analysis,22,32663366,32582496,32789965,ENSBTAG00000003110,TAFA4,protein_coding
"Main effect, DEBVs",22,32663366,32582496,32789965,ENSBTAG00000003110,TAFA4,protein_coding
"Main effect, DEBVs",22,32718597,32582496,32789965,ENSBTAG00000003110,TAFA4,protein_coding
"Main effect, DEBVs",22,32721303,32582496,32789965,ENSBTAG00000003110,TAFA4,protein_coding
"Main effect, meta-analysis",22,32663366,32582496,32789965,ENSBTAG00000003110,TAFA4,protein_coding
"Main effect, meta-analysis",22,32718597,32582496,32789965,ENSBTAG00000003110,TAFA4,protein_coding
"Main effect, meta-analysis",22,32721303,32582496,32789965,ENSBTAG00000003110,TAFA4,protein_coding
"Main effect, meta-analysis",22,32781757,32582496,32789965,ENSBTAG00000003110,TAFA4,protein_coding
COJO of main effect meta-analysis,22,32663366,32651367,32773899,ENSBTAG00000049502,,protein_coding
"Main effect, DEBVs",22,32663366,32651367,32773899,ENSBTAG00000049502,,protein_coding
"Main effect, DEBVs",22,32718597,32651367,32773899,ENSBTAG00000049502,,protein_coding
"Main effect, DEBVs",22,32721303,32651367,32773899,ENSBTAG00000049502,,protein_coding
"Main effect, meta-analysis",22,32663366,32651367,32773899,ENSBTAG00000049502,,protein_coding
"Main effect, meta-analysis",22,32718597,32651367,32773899,ENSBTAG00000049502,,protein_coding
"Main effect, meta-analysis",22,32721303,32651367,32773899,ENSBTAG00000049502,,protein_coding
"Main effect, meta-analysis",22,32781757,32651367,32773899,ENSBTAG00000049502,,protein_coding
"Main effect, DEBVs",22,32979644,32966389,33471943,ENSBTAG00000019041,TAFA1,protein_coding
"Main effect, meta-analysis",22,32979644,32966389,33471943,ENSBTAG00000019041,TAFA1,protein_coding
"Main effect, DEBVs",22,32979644,32981125,33061928,ENSBTAG00000048492,,protein_coding
"Main effect, meta-analysis",22,32979644,32981125,33061928,ENSBTAG00000048492,,protein_coding
"Main effect, DEBVs",22,32979644,33012272,33012378,ENSBTAG00000049958,U6,snRNA
"Main effect, meta-analysis",22,32979644,33012272,33012378,ENSBTAG00000049958,U6,snRNA
"GxE meta-analysis, temperature",22,37841494,37781491,38082210,ENSBTAG00000000265,SYNPR,protein_coding
"GxE meta-analysis, day length",22,47660525,47616203,47616393,ENSBTAG00000053819,U2,snRNA
"GxE meta-analysis, day length",22,47666318,47616203,47616393,ENSBTAG00000053819,U2,snRNA
"GxE meta-analysis, day length",22,47660525,47646509,47690569,ENSBTAG00000010863,DCP1A,protein_coding
"GxE meta-analysis, day length",22,47666318,47646509,47690569,ENSBTAG00000010863,DCP1A,protein_coding
"GxE meta-analysis, day length",22,47669633,47646509,47690569,ENSBTAG00000010863,DCP1A,protein_coding
"GxE meta-analysis, day length",22,47660525,47693377,47694387,ENSBTAG00000052138,,protein_coding
"GxE meta-analysis, day length",22,47666318,47693377,47694387,ENSBTAG00000052138,,protein_coding
"GxE meta-analysis, day length",22,47669633,47693377,47694387,ENSBTAG00000052138,,protein_coding
"GxE meta-analysis, day length",22,47660525,47707405,47731710,ENSBTAG00000003758,TKT,protein_coding
"GxE meta-analysis, day length",22,47666318,47707405,47731710,ENSBTAG00000003758,TKT,protein_coding
"GxE meta-analysis, day length",22,47669633,47707405,47731710,ENSBTAG00000003758,TKT,protein_coding
"GxE meta-analysis, day length",22,53440802,53336390,53403928,ENSBTAG00000015698,FYCO1,protein_coding
"GxE meta-analysis, day length",22,53441383,53336390,53403928,ENSBTAG00000015698,FYCO1,protein_coding
"GxE meta-analysis, day length",22,53442141,53336390,53403928,ENSBTAG00000015698,FYCO1,protein_coding
"GxE meta-analysis, day length",22,53440802,53413330,53431445,ENSBTAG00000031348,CCR9,protein_coding
"GxE meta-analysis, day length",22,53441383,53413330,53431445,ENSBTAG00000031348,CCR9,protein_coding
"GxE meta-analysis, day length",22,53442141,53413330,53431445,ENSBTAG00000031348,CCR9,protein_coding
"GxE meta-analysis, day length",22,53440802,53471326,53489385,ENSBTAG00000001484,LZTFL1,protein_coding
"GxE meta-analysis, day length",22,53441383,53471326,53489385,ENSBTAG00000001484,LZTFL1,protein_coding
"GxE meta-analysis, day length",22,53442141,53471326,53489385,ENSBTAG00000001484,LZTFL1,protein_coding
"GxE meta-analysis, day length",22,53440802,53488975,53569073,ENSBTAG00000031340,SLC6A20,protein_coding
"GxE meta-analysis, day length",22,53441383,53488975,53569073,ENSBTAG00000031340,SLC6A20,protein_coding
"GxE meta-analysis, day length",22,53442141,53488975,53569073,ENSBTAG00000031340,SLC6A20,protein_coding
COJO of main effect meta-analysis,23,22556761,22527786,22544257,ENSBTAG00000008085,CRISP1,protein_coding
COJO of main effect meta-analysis,23,27157945,27112294,27125633,ENSBTAG00000048304,,protein_coding
COJO of main effect meta-analysis,23,27157945,27139269,27146479,ENSBTAG00000023563,,protein_coding
COJO of main effect meta-analysis,23,27157945,27171388,27196528,ENSBTAG00000025424,NOTCH4,protein_coding
COJO of main effect meta-analysis,23,27157945,27197567,27199347,ENSBTAG00000054438,GPSM3,protein_coding
COJO of main effect meta-analysis,23,27157945,27199606,27203174,ENSBTAG00000014421,PBX2,protein_coding
COJO of main effect meta-analysis,23,27157945,27206155,27209354,ENSBTAG00000014420,AGER,protein_coding
COJO of main effect meta-analysis,23,27294315,27252845,27254424,ENSBTAG00000037781,FKBPL,protein_coding
COJO of main effect meta-analysis,23,27294315,27254964,27264842,ENSBTAG00000008794,ATF6B,protein_coding
COJO of main effect meta-analysis,23,27294315,27279346,27326827,ENSBTAG00000001444,TNXB,protein_coding
COJO of main effect meta-analysis,23,27294315,27326531,27330230,ENSBTAG00000047039,CYP21,protein_coding
COJO of main effect meta-analysis,23,27294315,27333830,27348134,ENSBTAG00000006864,,protein_coding
"Main effect, DEBVs",23,36362939,36224039,36465322,ENSBTAG00000048544,,lncRNA
"Main effect, DEBVs",23,36461579,36224039,36465322,ENSBTAG00000048544,,lncRNA
"Main effect, DEBVs",23,36473573,36224039,36465322,ENSBTAG00000048544,,lncRNA
"Main effect, DEBVs",23,36476873,36224039,36465322,ENSBTAG00000048544,,lncRNA
"Main effect, DEBVs",23,36487089,36224039,36465322,ENSBTAG00000048544,,lncRNA
"Main effect, meta-analysis",23,36362939,36224039,36465322,ENSBTAG00000048544,,lncRNA
"Main effect, meta-analysis",23,36410494,36224039,36465322,ENSBTAG00000048544,,lncRNA
"Main effect, meta-analysis",23,36461579,36224039,36465322,ENSBTAG00000048544,,lncRNA
"Main effect, meta-analysis",23,36473573,36224039,36465322,ENSBTAG00000048544,,lncRNA
"Main effect, meta-analysis",23,36476873,36224039,36465322,ENSBTAG00000048544,,lncRNA
"Main effect, meta-analysis",23,36487089,36224039,36465322,ENSBTAG00000048544,,lncRNA
"Main effect, DEBVs",23,36461579,36493500,36516957,ENSBTAG00000050671,,lncRNA
"Main effect, DEBVs",23,36473573,36493500,36516957,ENSBTAG00000050671,,lncRNA
"Main effect, DEBVs",23,36476873,36493500,36516957,ENSBTAG00000050671,,lncRNA
"Main effect, DEBVs",23,36487089,36493500,36516957,ENSBTAG00000050671,,lncRNA
"Main effect, DEBVs",23,36550807,36493500,36516957,ENSBTAG00000050671,,lncRNA
"Main effect, meta-analysis",23,36461579,36493500,36516957,ENSBTAG00000050671,,lncRNA
"Main effect, meta-analysis",23,36473573,36493500,36516957,ENSBTAG00000050671,,lncRNA
"Main effect, meta-analysis",23,36476873,36493500,36516957,ENSBTAG00000050671,,lncRNA
"Main effect, meta-analysis",23,36487089,36493500,36516957,ENSBTAG00000050671,,lncRNA
"Main effect, meta-analysis",23,36550807,36493500,36516957,ENSBTAG00000050671,,lncRNA
"Main effect, DEBVs",23,36473573,36520669,36522538,ENSBTAG00000051245,SOX4,protein_coding
